startup_name,industry,sub_industry,city,investors,funding_round,funding_amount_usd,date,data_source,year,was_url
Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",Seed Funding,,2016-01-13,2000_2023,2016.0,False
Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",Private Equity,4000000.0,2016-01-13,2000_2023,2016.0,False
Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,Private Equity,,2016-01-13,2000_2023,2016.0,False
Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,Seed Funding,,2016-01-14,2000_2023,2016.0,False
Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",Seed Funding,,2016-01-14,2000_2023,2016.0,False
Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,Seed Funding,520000.0,2016-01-14,2000_2023,2016.0,False
Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",Seed Funding,,2016-01-14,2000_2023,2016.0,False
Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,Private Equity,,2016-01-15,2000_2023,2016.0,False
Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,200000.0,2016-01-15,2000_2023,2016.0,False
Evibe,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",Seed Funding,,2016-01-15,2000_2023,2016.0,False
Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,Seed Funding,,2016-01-15,2000_2023,2016.0,False
Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,Seed Funding,,2016-01-15,2000_2023,2016.0,False
Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,Seed Funding,,2016-01-16,2000_2023,2016.0,False
Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,Seed Funding,,2016-01-18,2000_2023,2016.0,False
Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",Private Equity,6000000.0,2016-01-18,2000_2023,2016.0,False
Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",Private Equity,35000000.0,2016-01-19,2000_2023,2016.0,False
Tinystep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,Seed Funding,,2016-01-19,2000_2023,2016.0,False
Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,Private Equity,,2016-01-19,2000_2023,2016.0,False
Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,Seed Funding,,2016-01-19,2000_2023,2016.0,False
Dailyobjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",Private Equity,1400000.0,2016-01-19,2000_2023,2016.0,False
Indus Os,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",Private Equity,5000000.0,2016-01-19,2000_2023,2016.0,False
Collegedunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,Seed Funding,445000.0,2016-01-19,2000_2023,2016.0,False
Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",Private Equity,3500000.0,2016-01-19,2000_2023,2016.0,False
Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,Private Equity,,2016-01-20,2000_2023,2016.0,False
Industrybuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,Private Equity,1800000.0,2016-01-20,2000_2023,2016.0,False
Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,20000000.0,2016-01-20,2000_2023,2016.0,False
Imbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,Private Equity,4000000.0,2016-01-20,2000_2023,2016.0,False
Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,Seed Funding,40000.0,2016-01-20,2000_2023,2016.0,False
Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",Seed Funding,,2016-01-20,2000_2023,2016.0,False
Firstcry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,Private Equity,,2016-01-21,2000_2023,2016.0,False
Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,Seed Funding,500000.0,2016-01-21,2000_2023,2016.0,False
Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200000.0,2016-01-21,2000_2023,2016.0,False
Housing,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15000000.0,2016-01-21,2000_2023,2016.0,False
Creo,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000.0,2016-01-21,2000_2023,2016.0,False
Shabdanagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,200000.0,2016-01-22,2000_2023,2016.0,False
Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,Private Equity,,2016-01-22,2000_2023,2016.0,False
Snapbizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000.0,2016-01-22,2000_2023,2016.0,False
Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,Seed Funding,,2016-01-22,2000_2023,2016.0,False
Plexusmd,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,,2016-01-22,2000_2023,2016.0,False
Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,515000.0,2016-01-22,2000_2023,2016.0,False
Eps,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000.0,2016-01-22,2000_2023,2016.0,False
Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000.0,2016-01-22,2000_2023,2016.0,False
Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,,2016-01-22,2000_2023,2016.0,False
Siftr Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,150000.0,2016-01-25,2000_2023,2016.0,False
Power2Sme,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000.0,2016-01-25,2000_2023,2016.0,False
Skycandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,,2016-01-25,2000_2023,2016.0,False
Teabox,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,,2016-01-27,2000_2023,2016.0,False
Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,4000000.0,2016-01-27,2000_2023,2016.0,False
Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,Seed Funding,1000000.0,2016-01-27,2000_2023,2016.0,False
Whatsonrent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,Seed Funding,,2016-01-27,2000_2023,2016.0,False
Zebi (Yet To Launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1000000.0,2016-01-28,2000_2023,2016.0,False
Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000.0,2016-01-28,2000_2023,2016.0,False
Justdoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,,2016-01-28,2000_2023,2016.0,False
Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,Seed Funding,,2016-01-28,2000_2023,2016.0,False
Bitgiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,,2016-01-29,2000_2023,2016.0,False
Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,160000.0,2016-01-29,2000_2023,2016.0,False
N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,,2016-01-29,2000_2023,2016.0,False
Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",Seed Funding,185000.0,2016-01-29,2000_2023,2016.0,False
Freshmenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000000.0,2016-01-29,2000_2023,2016.0,False
Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000.0,2016-01-29,2000_2023,2016.0,False
Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,1100000.0,2016-01-29,2000_2023,2016.0,False
Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,,2016-01-29,2000_2023,2016.0,False
Codinglabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,,2016-01-29,2000_2023,2016.0,False
Findurclass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,,2016-01-30,2000_2023,2016.0,False
Designbids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,,2016-01-30,2000_2023,2016.0,False
Collegedekho,Online Education Information platform,Unknown,Jaipur,GirnarSoft,Seed Funding,1000000.0,2015-12-01,2000_2023,2015.0,False
Black White Orange Brands,Brand Licensing Startup,Unknown,Mumbai,YouWeCan Ventures,Seed Funding,,2015-12-01,2000_2023,2015.0,False
Biteclub,Gourmet Food Discovery & Delivery platform,Unknown,Gurgaon,growX ventures,Private Equity,,2015-12-01,2000_2023,2015.0,False
Patel Logistics,Transportation & Logistics Platform,Unknown,Mumbai,Frontline Strategy,Private Equity,5600000.0,2015-12-01,2000_2023,2015.0,False
Wigzo,Enterprise Marketing Automation platform,Unknown,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,2015-12-01,2000_2023,2015.0,False
Zapluk,"Health, Wellness & Beauty Services App",Unknown,Hyderabad,,Seed Funding,,2015-12-01,2000_2023,2015.0,False
Godof Hospitals,Digital Healthcare,Unknown,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,2015-12-01,2000_2023,2015.0,False
Roomstonite,Last Minute Hotel Booking App,Unknown,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000.0,2015-12-02,2000_2023,2015.0,False
Kaaryah,Womens Fashion Wear Portal,Unknown,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,2015-12-02,2000_2023,2015.0,False
Anakage,Product Learning platform,Unknown,Bangalore,CIO Angel Network (CAN),Seed Funding,,2015-12-03,2000_2023,2015.0,False
Easykhaana,Online Food ordering & Delivery platform,Unknown,New Delhi,Undisclosed investors,Seed Funding,100000.0,2015-12-03,2000_2023,2015.0,False
Shuttl,App based Bus Pooling Services,Unknown,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,2015-12-03,2000_2023,2015.0,False
Eckovation,Social Learning Platform,Unknown,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,2015-12-03,2000_2023,2015.0,False
Fitcircle,Social Fitness platform,Unknown,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,2015-12-03,2000_2023,2015.0,False
Applop,On Demand Mobile app developer,Unknown,Kolkata,GHV Accelerator,Seed Funding,100000.0,2015-12-04,2000_2023,2015.0,False
Carpm,Car Maintenance & Management mobile app,Unknown,Gurgaon,GHV Accelerator,Seed Funding,100000.0,2015-12-04,2000_2023,2015.0,False
Ndtv Wedding Portal,Online Wedding Marketplace,Unknown,New Delhi,CerraCap,Private Equity,20000000.0,2015-12-04,2000_2023,2015.0,False
Splitkart,Splitting Bills Mobile App,Unknown,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,2015-12-04,2000_2023,2015.0,False
Zenatix,IOT Energy Management Analytics platform,Unknown,Gurgaon,Blume Ventures,Private Equity,,2015-12-07,2000_2023,2015.0,False
Customfurnish,Custom Made furniture e-tailer,Unknown,Hyderabad,Agnus Capital,Private Equity,4500000.0,2015-12-07,2000_2023,2015.0,False
Faasos,QSR Chain,Unknown,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000000.0,2015-12-07,2000_2023,2015.0,False
Vlurn,eLearning platform,Unknown,Mumbai,Vidyadhar Sarfare,Seed Funding,,2015-12-07,2000_2023,2015.0,False
Leaf Wearables,Smart Safety Wearable Devices,Unknown,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,2015-12-07,2000_2023,2015.0,False
Coolshare,Cab Sharing service Mobile app,Unknown,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,2015-12-07,2000_2023,2015.0,False
Mficient,Cloud Enterprise Mobility Platform,Unknown,New Delhi,Undisclosed investors,Seed Funding,,2015-12-08,2000_2023,2015.0,False
Heybiz,Online Shopping Assistant Mobile app,Unknown,New Delhi,Shopclues,Seed Funding,,2015-12-08,2000_2023,2015.0,False
Yumist,Home Cooked Food Order & Delivery platform,Unknown,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,2015-12-08,2000_2023,2015.0,False
Jigsaw Academy,Online School for Analytics learning,Unknown,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,2015-12-09,2000_2023,2015.0,False
Joehukum,Chat based personal Assistant App,Unknown,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,2015-12-09,2000_2023,2015.0,False
Voxweb,Picture creation & Social mobile app,Unknown,Mumbai,Undisclosed Investor,Seed Funding,350000.0,2015-12-09,2000_2023,2015.0,False
Aye Finance,Nonbanking finance company,Unknown,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,2015-12-09,2000_2023,2015.0,False
Jumbobasket,eCommerce returns etailer,Unknown,Chandigarh,Chandigarh Angels Network,Seed Funding,,2015-12-09,2000_2023,2015.0,False
Blackbuck,Online Freight Services Aggregator,Unknown,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,2015-12-10,2000_2023,2015.0,False
Homestudio,Online Branded Furniture etailer,Unknown,Bangalore,Bren Corporation,Private Equity,5000000.0,2015-12-10,2000_2023,2015.0,False
Prophesee,Digital Analytics Platform,Unknown,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2015-12-10,2000_2023,2015.0,False
I2E1,Internet Network Infrastructure Services,Unknown,New Delhi,GrowX Ventures,Seed Funding,500000.0,2015-12-10,2000_2023,2015.0,False
Holisol Logistics,Supply Chain & Logistics Solutions,Unknown,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,2015-12-10,2000_2023,2015.0,False
Stay Simple Resorts,Holiday Resort Chain,Unknown,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,2015-12-10,2000_2023,2015.0,False
Paynear,Mobile Point of Sale solutions,Unknown,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,2015-12-10,2000_2023,2015.0,False
Chillr,Peer-to-Peer Money Transfer & Recharge App,Unknown,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,2015-12-10,2000_2023,2015.0,False
Eureqa,Test Automation SAAS platform,Unknown,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,2015-12-11,2000_2023,2015.0,False
Localcircles,Citizens Engagement Platform,Unknown,Noida,Anand Mahindra,Private Equity,,2015-12-11,2000_2023,2015.0,False
Getfocus,Indoor Navigation & Analytics Solutions,Unknown,Mumbai,Undisclosed investors,Seed Funding,,2015-12-11,2000_2023,2015.0,False
Urbanclap,Hyperlocal On-Demand Household Services platform,Unknown,Gurgaon,Ratan Tata,Private Equity,,2015-12-11,2000_2023,2015.0,False
Onlinerti,Online RTI application services,Unknown,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,2015-12-11,2000_2023,2015.0,False
Powerstores,ECommerce Website Creation SAAS platform,Unknown,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,,2015-12-11,2000_2023,2015.0,False
Weddingz,Wedding Venues & Vendors Marketplace,Unknown,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,2015-12-11,2000_2023,2015.0,False
Intelligent Interfaces,Interface development platform for Government officials,Unknown,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,2015-12-11,2000_2023,2015.0,False
Capricoast,Modular Furnishings Marketplace,Unknown,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0,2015-12-14,2000_2023,2015.0,False
Jetsetgo,Private Jet Bookings Marketplace,Unknown,Bangalore,Puneet Dalmia,Private Equity,,2015-12-14,2000_2023,2015.0,False
Cabsguru,Cab search Comparison & Booking platform,Unknown,New Delhi,Prashanth Ranganathan,Seed Funding,200000.0,2015-12-14,2000_2023,2015.0,False
Whoop,Performance Optimization Platform for athletes,Unknown,Boston,Infosys,Private Equity,3000000.0,2015-12-14,2000_2023,2015.0,False
Bookeventz,Event Venue Booking Platform,Unknown,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,2015-12-15,2000_2023,2015.0,False
Deal Street Asia,Digital Media Platform,Unknown,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,2015-12-15,2000_2023,2015.0,False
Streamoid,visual search and discovery platform,Unknown,Bangalore / Palo Alto,Undisclosed,Seed Funding,1000000.0,2015-12-15,2000_2023,2015.0,False
Housejoy,Home services marketplace,Unknown,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,2015-12-16,2000_2023,2015.0,False
Bluebirch,End to End reverse logistics Solution platform,Unknown,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0,2015-12-16,2000_2023,2015.0,False
